"data.expr.anno.ctl"	"data.expr.anno.kdSTAT5"	"data.expr.anno.GENE_SYMBOL"
55.1358766666667	53.38014	"SLC25A34"
37.38736	31.6000466666667	"TMEM82"
16.1918233333333	13.511908	"FBLIM1"
165.473633333333	209.565933333333	"SPEN"
29.8723433333333	35.6267166666667	"SPEN"
7.98020466666667	15.1372943333333	"SRARP"
8.84137833333333	12.9180633333333	"CLCNKA"
8.84137833333333	12.9180633333333	"CLCNKB"
4.42330033333333	10.2444416666667	"CLCNKB"
260.1292	185.768033333333	"SZRD1"
113.430333333333	93.97104	"NECAP2"
40.6479933333333	40.8618433333333	"MST1P2"
8.46856233333333	4.256375	"CROCC"
34.83585	36.2664866666667	"CROCC"
8.334554	20.5051833333333	"PADI1"
18.6264933333333	25.1495166666667	"PADI3"
32.3403023333333	39.1033533333333	"PADI3"
23.53864	26.6552933333333	"PADI4"
17.16274	14.0755166666667	"PADI6"
13.3049066666667	19.8789	"ARHGEF10L"
23.1425786666667	23.8745066666667	"ACTL8"
188.740666666667	137.735533333333	"IGSF21"
24.9736366666667	33.6895233333333	"KLHDC7A"
26.1352033333333	25.6523133333333	"PAX7"
92.9737433333333	116.681366666667	"MRTO4"
35.5214966666667	39.2848966666667	"PQLC2"
13.448558	15.85692	"PQLC2"
38.6815766666667	50.1243866666667	"MINOS1-NBL1"
38.6815766666667	50.1243866666667	"MINOS1"
38.6815766666667	50.1243866666667	"RPS14P3"
38.6815766666667	50.1243866666667	"NBL1"
9.299573	14.18681	"HTR6"
97.847	112.9483	"OTUD3"
25.1998733333333	26.4207566666667	"PLA2G5"
4.86698433333333	10.156214	"PLA2G2F"
35.5445	31.0737466666667	"UBXN10"
18.7221633333333	23.2707933333333	"VWA5B1"
35.5384333333333	28.9105733333333	"FAM43B"
36.32347	28.27271	"CDA"
99.8431333333333	94.8103166666667	"PINK1"
12.1756243333333	22.6002833333333	"LOC100506801"
18.72403	27.9219466666667	"NBPF3"
22.0731633333333	39.5706666666667	"ALPL"
13.58024	16.58456	"LDLRAD2"
12.7680323333333	11.892285	"CELA3B"
2.0122296	5.26858933333333	"CELA3B"
20.5186566666667	20.2518066666667	"CELA3B"
20.5186566666667	20.2518066666667	"CELA3A"
2.935904119	3.3345356	"CELA3A"
30.6987766666667	26.2737766666667	"LINC00339"
939.9122	913.552933333333	"CDC42"
11.959165	21.4049066666667	"CDC42"
101.813713333333	134.704	"ZBTB40"
29.07613	32.3217833333333	"ZBTB40"
31.0365633333333	48.5121966666667	"EPHA8"
6.889487	11.5104546666667	"C1QA"
31.50602	30.58803	"C1QC"
26.5349833333333	31.18994	"C1QB"
48.84433	31.5817366666667	"EPHB2"
48.84433	31.5817366666667	"MIR4684"
3.66758066666667	5.10348013	"EPHB2"
3.66758066666667	5.10348013	"MIR4684"
554.009966666667	635.370933333333	"KDM1A"
554.009966666667	635.370933333333	"MIR3115"
6.29374593333333	8.782543	"KDM1A"
6.29374593333333	8.782543	"MIR3115"
73.2562333333333	83.69715	"ZNF436-AS1"
9.68771566666667	13.2792436666667	"MDS2"
1376.32166666667	1634.419	"RPL11"
77.2490333333333	106.67126	"ELOA"
273.9794	331.6418	"PITHD1"
26.71317	38.26796	"LYPLA2"
7.71369233333333	22.34184	"MIR378F"
47.9111533333333	60.3884666666667	"PNRC2"
5.76387766666667	14.5340466666667	"LOC284632"
12.041753	19.8641633333333	"GRHL3"
132.9149	110.929743333333	"NIPAL3"
153.167566666667	93.61934	"RCAN3"
13.9691983333333	18.69691	"NCMAP"
796.699166666667	756.401266666667	"SRRM1"
261.171633333333	254.420433333333	"CLIC4"
4.40322276666667	6.82349	"RHD"
562.740866666667	490.758766666667	"TMEM50A"
7.25868033333333	10.1675016666667	"TMEM50A"
151.2452	158.6794	"MACO1"
43.06822	36.6994966666667	"LDLRAP1"
16.7009366666667	23.4480133333333	"MAN1C1"
193.873033333333	48.1026133333333	"SELENON"
193.873033333333	48.1026133333333	"MTFR1L"
114.228066666667	65.7927933333333	"MTFR1L"
17.00821	20.9961733333333	"EXTL1"
32.7904866666667	43.76486	"PDIK1L"
11.9432863333333	17.7692433333333	"FAM110D"
183.470666666667	163.744166666667	"ZNF593"
48.35575	42.8656066666667	"CNKSR1"
30.36013	19.3256366666667	"CATSPER4"
37.50512	51.7955933333333	"CEP85"
11.350929	26.1159633333333	"CEP85"
876.110533333333	522.991933333333	"SH3BGRL3"
25.7786466666667	30.5886866666667	"CD52"
8.955953	14.8561063333333	"LIN28A"
60.51199	77.2402633333333	"DHDDS"
49.3802733333333	74.71973	"HMGN2"
207.527966666667	133.093466666667	"RPS6KA1"
207.527966666667	133.093466666667	"MIR1976"
103.0436	92.11454	"RPS6KA1"
103.0436	92.11454	"MIR1976"
115.774366666667	106.1756	"ARID1A"
74.4431333333333	50.8790933333333	"PIGV"
87.6072	82.35272	"ZDHHC18"
146.5638	237.912866666667	"SFN"
696.145133333333	708.746933333333	"NUDC"
31.3378933333333	31.7465166666667	"TRNP1"
131.044	117.844966666667	"WDTC1"
74.95967	64.23817	"TMEM222"
74.95967	64.23817	"ACTG1P20"
62.2004766666667	53.8154233333333	"TMEM222"
62.2004766666667	53.8154233333333	"ACTG1P20"
46.2683666666667	57.79616	"SYTL1"
38.97825	35.0661166666667	"GPR3"
64.6050466666667	41.0761133333333	"FAM76A"
257.172566666667	205.009133333333	"STX12"
235.0275	194.993266666667	"PPP1R8"
235.0275	194.993266666667	"SCARNA1"
24.81158	42.53739	"PPP1R8"
24.81158	42.53739	"SCARNA1"
48.0195166666667	35.7957	"THEMIS2"
77.7849966666667	50.9974133333333	"SMPDL3B"
49.4087766666667	70.9810033333333	"XKR8"
338.9887	447.919633333333	"ATP5IF1"
21.76445	51.57111	"SESN2"
125.508133333333	98.6738266666667	"MED18"
103.5453	152.032666666667	"PHACTR4"
31.72136	39.7739466666667	"PHACTR4"
264.270533333333	312.083933333333	"RCC1"
264.270533333333	312.083933333333	"SNHG3"
9.75698666666667	18.5577333333333	"RCC1"
180.910833333333	155.173166666667	"TRNAU1AP"
15.1474766666667	11.6211893333333	"RAB42"
46.9663233333333	77.48532	"RNU11"
346.862266666667	244.2198	"GMEB1"
3.75078033333333	7.48481166666667	"GMEB1"
161.2759	119.8597	"YTHDF2"
23.7727666666667	22.7073	"OPRD1"
385.005566666667	327.488066666667	"EPB41"
20.41138	36.1916066666667	"EPB41"
71.0974866666667	67.3686366666667	"PTPRU"
22.7341043333333	19.5763866666667	"MATN1-AS1"
335.5826	230.149033333333	"ZCCHC17"
783.625433333333	515.2581	"SERINC2"
16.636108	17.8744966666667	"LINC01225"
16.4079766666667	13.2923933333333	"LINC01226"
26.63029	26.7670866666667	"TINAGL1"
23.3839466666667	31.7543766666667	"HCRTR1"
582.125166666667	685.891	"KHDRBS1"
70.6998533333333	51.3138433333333	"TMEM39B"
259.831266666667	230.745766666667	"KPNA6"
396.5469	199.688833333333	"TXLNA"
287.1342	201.380833333333	"CCDC28B"
40.1508733333333	50.3416566666667	"IQCC"
67.47029	78.0449266666667	"DCDC2B"
900.312133333333	790.617533333333	"EIF3I"
17.1675	26.7076666666667	"FAM167B"
17.22778	20.3252266666667	"LCK"
1103.36666666667	849.1923	"HDAC1"
44.95294	42.1362766666667	"TSSK3"
20.3521766666667	31.7607966666667	"ZBTB8A"
20.3521766666667	31.7607966666667	"ZBTB8B"
47.40115	40.5264466666667	"ZBTB8A"
611.7055	613.675766666667	"RBBP4"
93.2119633333333	37.7510333333333	"KIAA1522"
99.5310766666667	137.7064	"S100PBP"
67.36908	53.01377	"HPCA"
556.991566666667	485.751733333333	"AZIN2"
40.79658	36.4854066666667	"ZNF362"
30.0820766666667	30.2803733333333	"ZSCAN20"
15.064333	18.9180066666667	"HMGB4"
100.79793	100.325236666667	"HMGB4"
18.5053633333333	19.5786466666667	"CSMD2-AS1"
57.9700666666667	52.93215	"C1orf94"
11.4102893333333	23.7380233333333	"GJB5"
17.4031166666667	15.9539366666667	"GJB4"
8.67875033333333	21.1390366666667	"GJB3"
12.579907	22.50563	"GJA4"
201.8636	193.8422	"ZMYM1"
376.019133333333	445.711333333333	"ZMYM4"
6.23393533333333	20.75732	"ZMYM4"
134.1324	138.754433333333	"NCDN"
67.67883	65.75029	"TFAP2E"
17.8458233333333	29.9308166666667	"TFAP2E"
140.817766666667	108.131133333333	"AGO4"
99.2757066666667	64.47224	"AGO1"
121.7963	150.3285	"AGO3"
28.9664233333333	34.74093	"TEKT2"
151.933733333333	144.963533333333	"ADPRHL2"
114.029933333333	99.5727966666667	"MAP7D1"
793.3989	690.8182	"THRAP3"
136.122933333333	70.0502966666667	"SH3D21"
3.531043	7.467888	"MIR4255"
135.6046	119.597736666667	"ZC3H12A"
26.6382066666667	77.1127966666667	"DNALI1"
202.569566666667	139.5562	"CDCA8"
77.10901	76.95193	"MANEAL"
375.3922	289.7581	"C1orf122"
492.619533333333	526.883066666667	"UTP11"
10.643108	14.517837	"MIR3659"
7.14816866666667	11.963515	"MIR3659"
479.200166666667	567.558966666667	"AKIRIN1"
1794.60233333333	1720.65733333333	"NDUFS5"
130.0926	162.587933333333	"MACF1"
130.0926	162.587933333333	"KIAA0754"
47.2695466666667	58.3948766666667	"MACF1"
47.2695466666667	58.3948766666667	"KIAA0754"
33.15606	31.56173	"BMP8A"
98.7380133333333	65.8629933333333	"PPIE"
56.70541	34.9188	"MFSD2A"
705.652933333333	505.102433333333	"CAP1"
175.049133333333	166.6646	"RLF"
18.63439	34.3053933333333	"RLF"
15.3937466666667	22.9826533333333	"TMCO2"
293.067033333333	183.787833333333	"ZMPSTE24"
14.544725	14.3106233333333	"ZMPSTE24"
168.8819	154.291566666667	"SMAP2"
63.3061666666667	39.0540366666667	"ZFP69B"
15.187137	11.4553863333333	"ZFP69"
57.1078233333333	36.6388733333333	"EXO5"
42.56497	51.44081	"ZNF684"
160.986366666667	108.184036666667	"NFYC"
160.986366666667	108.184036666667	"MIR30E"
160.986366666667	108.184036666667	"MIR30C1"
35.9725766666667	35.51529	"NFYC"
35.9725766666667	35.51529	"MIR30E"
11.5616423333333	19.05404	"NFYC"
11.5616423333333	19.05404	"MIR30C1"
27.77095	35.8699866666667	"KCNQ4"
291.493333333333	337.4846	"CTPS1"
103.370243333333	83.5630466666667	"SLFNL1-AS1"
22.7159633333333	27.94945	"GUCA2B"
121.019366666667	67.73041	"RIMKLA"
439.273733333333	255.322333333333	"PPCS"
439.273733333333	255.322333333333	"CCDC30"
25.6783366666667	21.0350466666667	"CCDC30"
9.74258333333333	17.14688	"CCDC30"
10.0082666666667	11.8630196666667	"CCDC30"
8.76022166666667	9.20908033333333	"CCDC30"
10.088631	8.43821766666667	"CCDC30"
14.0229606666667	10.3759203333333	"CCDC30"
304.989766666667	334.625766666667	"PPIH"
2741.345	3032.40966666667	"YBX1"
110.259466666667	125.195033333333	"C1orf50"
25.4917833333333	25.5892933333333	"TMEM269"
46.8008233333333	37.4903466666667	"ERMAP"
79.0250966666667	69.3714366666667	"ZNF691"
21.42465	16.61427	"SLC2A1-AS1"
35.1231566666667	32.8747966666667	"FAM183A"
53.5086833333333	43.08872	"CFAP57"
7.45019766666667	10.9485773333333	"CFAP57"
147.057433333333	69.0779233333333	"TMEM125"
13.65625	22.2582466666667	"TIE1"
40.52103	50.0550266666667	"MPL"
343.577066666667	305.096033333333	"CDC20"
94.1596833333333	98.8483466666667	"SZT2"
300.067866666667	155.380633333333	"PTPRF"
142.684366666667	123.503833333333	"KDM4A"
46.58813	48.5736466666667	"ST3GAL3"
1.78443036666667	5.18937066666667	"ST3GAL3"
15.2987026666667	28.35609	"ARTN"
97.05397	112.375903333333	"IPO13"
43.90217	39.50582	"DPH2"
679.6331	531.611366666667	"ATP6V0B"
329.377133333333	264.628933333333	"B4GALT2"
22.1842033333333	25.90814	"CCDC24"
25.3458	25.7864633333333	"KLF17"
8.82706466666667	14.6629306666667	"KLF17"
284.0438	341.0205	"DMAP1"
168.3076	125.6188	"RNF220"
168.3076	125.6188	"MIR5584"
17.6953093333333	19.574	"ARMH1"
90.3935466666667	97.2268733333333	"KIF2C"
3929.492	3306.36666666667	"RPS8"
3929.492	3306.36666666667	"SNORD55"
3929.492	3306.36666666667	"SNORD46"
3929.492	3306.36666666667	"SNORD38A"
3929.492	3306.36666666667	"SNORD38B"
1810.698	1570.999	"RPS8"
1810.698	1570.999	"SNORD46"
37.9921933333333	42.2094866666667	"PLK3"
25.2234233333333	26.12642	"BTBD19"
344.028933333333	257.078333333333	"UROD"
57.2369166666667	44.85972	"LINC01144"
31.07502	27.2626966666667	"HPDL"
99.5151266666667	121.635566666667	"TOE1"
95.8013066666667	88.9147366666667	"MMACHC"
993.087433333333	695.679266666667	"AKR1A1"
641.445566666667	758.810466666667	"NASP"
628.463866666667	494.0266	"TMEM69"
101.043996666667	84.52043	"MAST2"
466.646633333333	436.218366666667	"TSPAN1"
15.697794	19.01526	"LURAP1"
81.82276	136.8968	"RAD54L"
587.3343	648.189533333333	"UQCRH"
141.676366666667	113.540466666667	"NSUN4"
131.918466666667	95.37416	"FAAH"
22.1857623333333	22.1399033333333	"FAAHP1"
67.5895933333333	58.9248433333333	"DMBX1"
21.5207766666667	23.9941066666667	"MKNK1-AS1"
31.94626	37.1653766666667	"TEX38"
89.5228333333333	61.06175	"EFCAB14-AS1"
24.3463366666667	22.3859733333333	"CYP4B1"
34.8878533333333	36.8512866666667	"CYP4X1"
8.39293733333333	6.870161	"CYP4Z1"
16.8885566666667	19.3339066666667	"CYP4A22"
53.0909633333333	19.4839266666667	"LINC00853"
630.5086	624.822366666667	"CMPK1"
340.2358	309.823533333333	"FOXE3"
26.4934	21.9328333333333	"FOXD2"
18.5674766666667	18.0409	"SLC5A9"
8.83870233333333	17.48848	"ELAVL4"
60.09472	67.0521066666667	"CDKN2C"
7.526214	13.8185046666667	"C1orf185"
3.24872396666667	5.95452966666667	"C1orf185"
494.2304	329.512666666667	"RNF11"
16.5020213333333	27.4133166666667	"RNF11"
20.2334533333333	37.0470533333333	"RNF11"
138.427766666667	88.53415	"OSBPL9"
693.316966666667	698.553366666667	"BTF3L4"
104.145336666667	85.8887733333333	"ZFYVE9"
302.342433333333	311.266333333333	"PRPF38A"
94.8082033333333	137.7644	"PRPF38A"
123.671453333333	128.2797	"GPX7"
23.7004786666667	79.1708333333333	"SHISAL2A"
236.578833333333	181.2987	"ZYG11B"
64.19885	56.0793366666667	"ZYG11A"
672.899566666667	455.2769	"SCP2"
13.2733733333333	18.78587	"PODN"
168.708266666667	199.5031	"CPT2"
185.591133333333	97.93419	"LOC100507564"
42.7817066666667	43.01292	"DMRTB1"
40.4712033333333	8.53424333333333	"DIO1"
206.660066666667	177.025766666667	"LRRC42"
130.1016	97.6664433333333	"TCEANC2"
130.1016	97.6664433333333	"MIR4781"
21.9351666666667	17.9811766666667	"TCEANC2"
1205.88333333333	1005.89013333333	"MRPL37"
34.2765666666667	29.1914266666667	"ACOT11"
63.2826766666667	38.4948633333333	"MROH7-TTC4"
63.2826766666667	38.4948633333333	"MROH7"
63.2826766666667	38.4948633333333	"TTC4"
11.9707106666667	16.3468066666667	"LEXM"
53.3502533333333	31.41516	"TMEM61"
18.5429466666667	23.9872266666667	"BSND"
39.28623	40.0113366666667	"PCSK9"
60.59723	65.4806266666667	"LOC100507634"
7.39984966666667	5.92024133333333	"MIR4422"
15.3854426666667	17.81283	"MIR4422"
300.041633333333	235.392266666667	"PRKAA2"
13.3952386666667	17.03061	"C8A"
16.7622766666667	17.2125233333333	"LINC01135"
46.8801433333333	25.05703	"FGGY"
274.411133333333	319.177666666667	"HOOK1"
257.259133333333	290.9968	"NFIA"
282.6179	323.7602	"PATJ"
24.27	37.4715033333333	"PATJ"
10.660725	23.64718	"PATJ"
12.5756966666667	15.515151	"PATJ"
8.93627066666667	14.6600833333333	"L1TD1"
193.737766666667	238.2353	"USP1"
20.7303266666667	41.1192266666667	"ANGPTL3"
103.126256666667	68.23422	"ATG4C"
10.9029183333333	5.15220433333333	"FOXD3"
145.1079	101.244753333333	"ALG6"
70.2228533333333	64.5426233333333	"EFCAB7"
70.2228533333333	64.5426233333333	"DLEU2L"
11.8982033333333	30.54899	"EFCAB7"
11.8982033333333	30.54899	"DLEU2L"
235.857966666667	120.822233333333	"PGM1"
47.4408566666667	98.9075533333333	"ROR1"
7.09415933333333	5.39738466666667	"UBE2U"
11.1989793333333	16.53183	"CACHD1"
11.1989793333333	16.53183	"MIR4794"
0.759083619	4.54588133333333	"CACHD1"
0.759083619	4.54588133333333	"MIR4794"
46.9445233333333	75.0365033333333	"RAVER2"
563.747366666667	331.627866666667	"AK4"
23.8780566666667	41.09401	"DNAJC6"
56.4481933333333	72.3428566666667	"LEPR"
56.4481933333333	72.3428566666667	"LEPROT"
0.43088636	0.326434625666667	"LEPR"
2.7998878	6.10037733333333	"LEPR"
9.50972666666667	23.3384266666667	"PDE4B"
38.94867	41.5931066666667	"SGIP1"
38.94867	41.5931066666667	"MIR3117"
1.01339446	4.71651353833333	"SGIP1"
1.01339446	4.71651353833333	"MIR3117"
5.69425233333333	14.9392466666667	"TCTEX1D1"
243.1724	212.9746	"MIER1"
10.8306523333333	8.25422566666667	"IL23R"
8.30964633333333	9.68955566666667	"IL23R"
6.919236	13.2950866666667	"IL12RB2"
371.587333333333	592.8449	"GADD45A"
25.8494766666667	42.31008	"GNG12-AS1"
4.6956421	10.95805	"LRRC7"
4.6956421	10.95805	"PIN1P1"
6.373623	9.04120766666667	"LRRC7"
6.373623	9.04120766666667	"PIN1P1"
761.144866666667	937.743966666667	"SRSF11"
137.5339	72.0841533333333	"HHLA3"
158.2703	111.75622	"CTH"
54.0132566666667	85.5384466666667	"ZRANB2-AS1"
29.98451	16.0742	"ZRANB2-AS2"
106.075666666667	60.0823333333333	"FPGT-TNNI3K"
106.075666666667	60.0823333333333	"FPGT"
106.075666666667	60.0823333333333	"TNNI3K"
3.20547166666667	7.46078566666667	"FPGT-TNNI3K"
3.20547166666667	7.46078566666667	"TNNI3K"
521.8353	501.381966666667	"TYW3"
29.30252	27.72705	"LHX8"
634.1572	852.929066666667	"ACADM"
527.840433333333	510.321533333333	"RABGGTB"
527.840433333333	510.321533333333	"SNORD45C"
527.840433333333	510.321533333333	"SNORD45A"
527.840433333333	510.321533333333	"SNORD45B"
13.49512	22.4794433333333	"MSH4"
6.85251766666667	9.66784666666667	"ST6GALNAC3"
13.4380233333333	33.6832133333333	"ST6GALNAC5"
42.6005466666667	60.3389633333333	"AK5"
3.670011	6.77036666666667	"AK5"
172.856766666667	111.138533333333	"MIGA1"
16.5089413333333	20.2113233333333	"NEXN"
72.0753066666667	113.531233333333	"DNAJB4"
15.4886666666667	13.945259	"DNAJB4"
15.4886666666667	13.945259	"GIPC2"
21.6088833333333	25.0666766666667	"MGC27382"
490.025833333333	469.624366666667	"MGC27382"
490.025833333333	469.624366666667	"PTGFR"
9.44226433333333	9.86670133333333	"IFI44L"
6.93126466666667	23.5409133333333	"IFI44"
5.15316933333333	16.8801483333333	"ADGRL2"
3.99332733333333	4.50187533333333	"ADGRL2"
768.579933333333	526.135833333333	"PRKACB"
25.7639033333333	50.1670066666667	"SAMD13"
98.48638	200.2204	"DNASE2B"
484.249366666667	534.729833333333	"RPF1"
10.013174	19.5660066666667	"WDR63"
27.0301333333333	27.7370766666667	"MIR4423"
12.7505996666667	21.6954033333333	"LOC646626"
30.3478566666667	31.41213	"CYR61"
7.78165733333333	16.2059533333333	"CLCA2"
7.605933	11.7301023333333	"CLCA1"
10.038525	11.4679486666667	"CLCA4"
13.1588926666667	16.97461	"CLCA3P"
212.406533333333	211.025766666667	"SH3GLB1"
320.391666666667	236.040266666667	"HS2ST1"
320.391666666667	236.040266666667	"LINC01140"
46.0939433333333	46.9962533333333	"HS2ST1"
46.0939433333333	46.9962533333333	"LINC01140"
3.335123	11.7867466666667	"LINC01140"
3.13737766666667	4.61939767666667	"LINC01140"
137.988333333333	139.6933	"LMO4"
217.164066666667	284.336466666667	"PKN2"
15.6949866666667	22.4927133333333	"PKN2"
7.468326	6.404954	"GBP6"
9.32232966666667	8.52578166666667	"GBP1P1"
148.763033333333	177.319233333333	"LRRC8B"
6.588073	7.56513166666667	"LRRC8C"
36.0503433333333	27.77924	"LRRC8C"
270.9207	284.802933333333	"LRRC8D"
207.6249	398.081833333333	"ZNF326"
284.772666666667	345.556866666667	"CDC7"
7.33074666666667	10.4778843333333	"BRDT"
55.8296433333333	42.3505333333333	"EPHX4"
18.97536	22.16531	"BTBD8"
58.82274	42.53671	"KIAA1107"
5.1008034	3.681002	"C1orf146"
308.329233333333	334.7366	"RPAP2"
2281.198	2389.688	"RPL5"
2281.198	2389.688	"SNORD21"
2281.198	2389.688	"SNORA66"
73.68691	60.6003	"RPL5"
72.6527066666667	64.9586133333333	"RPL5"
72.6527066666667	64.9586133333333	"SNORA66"
208.4683	384.482366666667	"MTF2"
138.844	218.295	"CCDC18"
261.1859	169.469033333333	"DR1"
528.947366666667	661.348	"FNBP1L"
11.9558916666667	18.3554533333333	"LOC100129046"
30.6538966666667	27.3180466666667	"MIR760"
360.2523	212.245133333333	"ABCD3"
27.8060933333333	17.1520766666667	"SLC44A3"
7.354322	10.4025853333333	"LOC729970"
259.817033333333	181.6625	"TMEM56"
