"Probename"	"Gene Symbol"	"sh-GFP"	"sh-JAK2-shRNA1"	"sh-JAK2-shRNA2"	"shRNA-control"
"205726_at"	"DIAPH2"	21.10009426	22.7717668933333	23.8066699366667	22.9351878466667
"205727_at"	"TEP1"	29.1466806433333	30.6448118133333	31.30066828	30.70999209
"205728_at"	""	19.2184077966667	19.77440149	20.7640801166667	20.8547413433333
"205729_at"	"OSMR"	24.5184958833333	24.1042701033333	25.5273220233333	23.3196296466667
"205730_s_at"	"ABLIM3"	25.7947853366667	23.8312476333333	30.0111377633333	24.6925465566667
"205731_s_at"	"NCOA2"	48.1513854033333	52.1440694833333	39.03213738	47.8275692933333
"205732_s_at"	"NCOA2"	47.0950316766667	46.1425323566667	37.51756902	49.3675143733333
"205733_at"	"BLM"	715.738168166667	687.214188966667	635.272964933333	764.709105433333
"205734_s_at"	"AFF3"	19.8096095433333	19.9284147033333	23.4243434266667	18.8742396333333
"205735_s_at"	"AFF3"	18.6953191766667	20.2481808633333	20.0646565133333	18.3211949833333
"205736_at"	"PGAM2"	29.2809706166667	27.8947412666667	27.49235357	29.1620818333333
"205737_at"	"KCNQ2"	21.73679602	20.8716715	25.7869547933333	19.1593018066667
"205738_s_at"	"FABP3"	30.6112092933333	26.8347146666667	32.4748344066667	28.08322554
"205739_x_at"	"ZNF588"	69.6144008066667	59.0127905033333	53.6390112433333	76.08703527
"205740_s_at"	"MGC10433"	433.653977133333	471.700068133333	583.9391219	413.8186352
"205741_s_at"	"DTNA"	21.47288267	19.7939716633333	21.9446642533333	19.8376060566667
"205742_at"	"TNNI3"	33.6845811433333	35.2457301333333	33.25255524	36.6650951133333
"205743_at"	"STAC"	352.8210064	320.530089333333	427.571531666667	348.939688533333
"205744_at"	"DOC2A"	27.6859768	24.5762340633333	29.1921932833333	26.24593336
"205745_x_at"	"ADAM17"	90.7803371066667	75.5711841233333	69.7383198066667	95.3996060733333
"205746_s_at"	"ADAM17"	152.857226133333	133.7141215	119.341581133333	164.4474952
"205747_at"	"CBLN1"	17.69456166	17.7411939	18.7413254933333	18.8167658933333
"205748_s_at"	"RNF126"	221.076362833333	239.898085566667	271.257374666667	211.562194933333
"205749_at"	"CYP1A1"	22.19187174	22.86939566	24.2103569933333	22.4215723666667
"205750_at"	"BPHL"	26.4077465766667	25.6051694733333	31.8004332366667	27.5127636966667
"205751_at"	"SH3GL2"	18.2871374266667	19.7565366666667	19.01223428	17.4048217833333
"205752_s_at"	"GSTM5"	25.0503305633333	23.76780315	23.8529127366667	23.2517138766667
"205753_at"	"CRP"	24.17697732	22.9164201433333	26.3094529033333	23.7917407933333
"205754_at"	"F2"	27.54997281	27.28753022	29.26713496	26.3162369933333
"205755_at"	"ITIH3"	20.4377453066667	21.3335527866667	21.67199408	21.2891188933333
"205756_s_at"	"F8"	90.1651321266667	106.9555961	98.5639921166667	106.1272112
"205757_at"	"ENTPD5"	25.34803524	29.4767694566667	23.4650049033333	28.3359670533333
"205758_at"	"CD8A"	24.5765242566667	22.84738715	22.2978088366667	24.83394894
"205759_s_at"	"SULT2B1"	25.8151451666667	22.8110311966667	26.0223297633333	24.40341569
"205760_s_at"	"OGG1"	124.750783433333	129.159038366667	125.299421333333	124.221402233333
"205761_s_at"	"DUS4L"	299.553172566667	294.381307733333	226.757413466667	299.765336766667
"205762_s_at"	"DUS4L"	33.16177041	35.9450989766667	38.3182478933333	36.7889980166667
"205763_s_at"	"DDX18"	1194.331073	1191.11361666667	1123.7859355	1174.407779
"205764_at"	""	18.6648219166667	21.08370475	18.20943226	18.8378391533333
"205765_at"	"CYP3A5"	18.3546283733333	20.1184259633333	19.3991316133333	20.2359693133333
"205766_at"	"TCAP"	34.4472535333333	36.17936836	37.42495119	32.4767079666667
"205767_at"	"EREG"	24.8073799333333	23.4754578266667	19.7792521666667	25.1079926366667
"205768_s_at"	"SLC27A2"	311.2229423	318.825209666667	278.7456518	305.1632551
"205769_at"	"SLC27A2"	618.576114233333	626.942981833333	558.296020466667	591.164194066667
"205770_at"	"GSR"	606.800667533333	713.224572966667	634.056798233333	621.442618633333
"205771_s_at"	"AKAP7"	79.1596940733333	73.51105736	70.6429296	69.1301217066667
"205772_s_at"	"AKAP7"	20.5165529866667	23.4916981266667	22.19368796	21.1028064233333
"205773_at"	"CPEB3"	20.1222169433333	20.06271971	18.6559189866667	20.9352363666667
"205774_at"	"F12"	118.198371066667	126.0035449	169.961556333333	122.042269866667
"205775_at"	"FAM50B"	40.3410188133333	44.5551286166667	44.6663957133333	39.0813849733333
"205776_at"	"FMO5"	28.7096318733333	26.7840919633333	32.83400167	27.9424494333333
"205777_at"	"DUSP9"	23.7741932233333	22.85831785	23.1604044	23.1780170933333
"205778_at"	"KLK7"	23.2292670333333	24.90580767	25.3821902933333	24.55487433
"205779_at"	"RAMP2"	23.8986090033333	24.2731037	23.2715243	22.3423750766667
"205780_at"	"BIK"	23.9522627833333	24.6701322	24.0463748666667	24.9534234866667
"205781_at"	"C16orf7"	26.8482890766667	30.1974299366667	30.4677748733333	26.9067678133333
"205782_at"	"FGF7"	17.9250110066667	17.7081256533333	18.91837174	17.1195976366667
"205783_at"	"KLK13"	19.5845719766667	20.35928563	18.9000227466667	19.23789767
"205784_x_at"	"ARVCF"	28.6293382366667	33.7935208366667	34.13202064	32.0720857933333
"205785_at"	"ITGAM"	20.4635449266667	23.21675388	23.90938868	19.0762815033333
"205786_s_at"	"ITGAM"	99.1840093766667	91.98546782	103.21580075	94.7978104166667
"205787_x_at"	"ZC3H11A"	153.625475233333	178.826149333333	134.268467246667	191.0725591
"205788_s_at"	"ZC3H11A"	1654.67456366667	1554.36759733333	1364.69615663333	1602.940006
"205789_at"	"CD1D"	41.2586318433333	42.3393256566667	43.66557859	39.4573997333333
"205790_at"	"SCAP1"	25.6908869266667	24.0377732033333	23.0370344633333	23.1484656333333
"205791_x_at"	"ZNF230"	43.66258786	40.93098504	46.2057897566667	49.9635351033333
"205792_at"	"WISP2"	20.6887836366667	19.4237899333333	20.3740015133333	21.78761075
"205793_x_at"	"TNK1"	24.9161923833333	26.7328176633333	22.7793863666667	24.2264375133333
"205794_s_at"	"NOVA1"	18.0125154966667	18.71458896	17.7802682466667	18.6109480533333
"205795_at"	"NRXN3"	20.3858721533333	20.8489645666667	21.6617873566667	20.5368024666667
"205796_at"	"TCP11L1"	31.6229864666667	35.87293573	36.3422882933333	30.3340989766667
"205797_s_at"	"TCP11L1"	43.8277169066667	51.90218664	45.3774362566667	42.4275169566667
"205798_at"	"IL7R"	120.108610233333	114.592870666667	118.0597342	115.741483033333
"205799_s_at"	"SLC3A1"	21.5626798133333	22.9233325933333	23.0690038966667	20.4849068233333
"205800_at"	""	18.5923525433333	19.4267137533333	20.2224392866667	18.93693069
"205801_s_at"	"RASGRP3"	136.1345336	127.760084996667	117.655303533333	126.382233566667
"205802_at"	"TRPC1"	52.3159550133333	50.1591447266667	49.4153525733333	56.31404357
"205803_s_at"	"TRPC1"	37.9383988933333	31.69845234	31.4005129833333	34.9569939833333
"205804_s_at"	"TRAF3IP3"	46.5513673933333	44.02056661	43.5405533233333	45.3570454766667
"205805_s_at"	"ROR1"	22.2970817066667	22.22740717	23.9274194066667	21.66426917
"205806_at"	"ROM1"	30.60722377	27.63756733	38.4648701166667	29.8628784633333
"205807_s_at"	"TUFT1"	30.1191936033333	33.64987528	34.02700806	32.18172293
"205808_at"	"ASPH"	117.068467466667	113.754039766667	93.4050399366667	106.04788637
"205809_s_at"	"WASL"	23.0032487133333	22.58717296	21.76514996	20.4334907733333
"205810_s_at"	"WASL"	26.6975181466667	30.34438092	29.05591684	28.8543702166667
"205811_at"	"POLG2"	228.220276066667	190.433222866667	176.170925333333	253.630207333333
"205812_s_at"	"TMED9"	1197.49476733333	1185.673403	1373.904761	1131.93333066667
"205813_s_at"	"MAT1A"	25.90669001	26.9868233566667	25.8461667366667	24.5417038866667
"205814_at"	"GRM3"	21.1409459233333	18.2320165666667	19.7924965133333	22.03613583
"205815_at"	"REG3A"	21.0048853166667	21.3507458233333	22.7039940566667	21.79226422
"205816_at"	"ITGB8"	19.5369872633333	19.8920502333333	19.49427096	19.7911114666667
"205817_at"	"SIX1"	41.2212355866667	38.2964077566667	40.10092828	38.9555186733333
"205818_at"	"DBC1"	26.9826082766667	25.17091603	31.4310612833333	26.7701264733333
"205819_at"	"MARCO"	26.63097307	27.7409475666667	27.0707643766667	25.7630250566667
"205820_s_at"	"APOC3 /// LOC440838"	20.5507795333333	20.89566192	21.5014390033333	23.2840050333333
"205821_at"	"KLRK1"	24.57951485	25.9203378766667	23.5785902833333	24.7190014166667
"205822_s_at"	"HMGCS1"	538.923788166667	522.466924866667	452.5898191	668.269389566667
"205823_at"	"RGS12"	21.70468319	20.35101155	25.8003216566667	20.8847654233333
"205824_at"	"HSPB2"	23.6582764166667	24.44023114	28.86396708	24.3979527166667
"205825_at"	"PCSK1"	21.7362378466667	24.38457259	25.8074537066667	25.09136515
"205826_at"	"MYOM2"	47.46648949	56.2223257266667	55.86493145	43.54471588
"205827_at"	"CCK"	25.3826068566667	28.4100896066667	24.41363599	24.0649109966667
"205828_at"	"MMP3"	24.24202908	28.3041734966667	29.1798701933333	25.99356917
"205829_at"	"HSD17B1"	19.28443321	21.19337535	18.1223534566667	17.6396185
"205830_at"	"CLGN"	31.4098253	34.41118254	31.06681695	30.02255132
"205831_at"	"CD2"	492.171118433333	479.814532533333	524.363272933333	497.455875033333
"205832_at"	"CPA4"	28.14948058	26.1963077433333	27.2141564733333	25.2028545266667
"205833_s_at"	"PART1"	21.5589355533333	22.0795420366667	24.9745518933333	20.9428297766667
"205834_s_at"	"PART1"	24.3226669966667	27.7621380133333	22.4839775733333	24.6639097166667
"205835_s_at"	"YTHDC2"	25.0825255266667	24.82516225	22.3118925366667	30.2465063066667
"205836_s_at"	"YTHDC2"	61.9262081466667	48.3551069233333	39.08625672	65.6865865966667
"205837_s_at"	"GYPA"	1052.73573706667	893.231645833333	832.154931766667	976.693376033333
"205838_at"	"GYPA"	1207.578479	1088.50820333333	930.6708114	1099.84702366667
"205839_s_at"	"BZRAP1"	28.94012882	25.49973433	31.09783431	27.6594223
"205840_x_at"	"GH1"	18.7433009466667	18.8625949333333	19.1901601633333	18.16409928
"205841_at"	"JAK2"	444.901672033333	285.9032116	267.1522808	441.2275687
"205842_s_at"	"JAK2"	1468.870133	998.223951933333	899.500836066667	1506.12371866667
"205843_x_at"	"CRAT"	76.7126432066667	81.0040621033333	90.0923212433333	84.42333091
"205844_at"	"VNN1"	17.63507353	17.9195084	18.2686094366667	16.8353047066667
"205845_at"	"CACNA1H"	26.14000856	27.98689931	29.1236754366667	27.2975167266667
"205846_at"	"PTPRB"	19.6542315166667	21.6367094733333	21.0175482833333	22.2488286766667
"205847_at"	"PRSS22"	24.1169551266667	23.43079238	23.5635103133333	23.13339681
"205848_at"	"GAS2"	19.58110048	22.4697167033333	21.4682427966667	20.4159384
"205849_s_at"	"UQCRB"	4863.49853266667	4683.11084133333	4933.981997	4758.906651
"205850_s_at"	"GABRB3"	17.10575241	16.6815590433333	16.2397722233333	17.8857397566667
"205851_at"	"NME6"	90.9935505666667	82.3789147466667	78.0719287033333	99.2052173966667
"205852_at"	"CDK5R2"	21.8501479433333	22.10303795	23.8041719133333	22.2846023533333
"205853_at"	"ZBTB7B"	24.0299079633333	26.4479967166667	26.4252602266667	24.3174877566667
"205854_at"	"TULP3"	171.536128733333	176.0402202	174.116391266667	168.627006866667
"205855_at"	"ZNF197"	36.8008609133333	39.6358654333333	33.31705465	38.6042201
"205856_at"	"SLC14A1"	16.9652660433333	17.4035172133333	16.5115703033333	18.2152841133333
"205857_at"	"SLC18A2"	362.438615666667	343.3941763	289.0272837	340.365222033333
"205858_at"	"NGFR"	20.78660613	19.82929935	21.03670788	19.7077301566667
"205859_at"	"LY86"	23.5404589666667	22.28147939	25.1861962466667	25.0622436433333
"205860_x_at"	"FOLH1"	18.1682014133333	17.3243306466667	18.12086662	17.1159216266667
"205861_at"	"SPIB"	23.5181615033333	22.3858008233333	20.20084859	23.8562505933333
"205862_at"	"GREB1"	16.1449102733333	16.1126627666667	16.01669864	15.9001087466667
"205863_at"	"S100A12"	20.1938522066667	20.8044185766667	20.7631208433333	18.07475234
"205864_at"	"SLC7A4"	20.38489455	21.01942561	23.5491124733333	21.8895259666667
"205865_at"	"ARID3A"	54.9174018633333	63.4420016666667	58.7685598066667	56.0802714266667
"205866_at"	"FCN3"	21.2558905566667	20.4693898966667	22.9004318466667	21.0929775833333
"205867_at"	"PTPN11"	40.5566032533333	38.8219670533333	38.7825976566667	38.98303593
"205868_s_at"	"PTPN11"	164.101612733333	191.063771166667	138.732209616667	192.611915933333
"205869_at"	"PRSS1"	18.49593652	19.9825724866667	19.8298601166667	17.6237214433333
"205870_at"	"BDKRB2"	23.3750271733333	29.15549822	29.0003221966667	27.0897525833333
"205871_at"	"PLGLB2 /// PLGLB1 /// PLGLA1"	23.9086728133333	20.6480821666667	19.20291582	25.8149509533333
"205872_x_at"	"PDE4DIP"	25.0132721633333	26.75529891	24.9611747933333	22.6477650833333
"205873_at"	"PIGL"	34.3192246866667	29.5300209166667	31.0948112133333	32.21807381
"205874_at"	"ITPKA"	68.4505238266667	71.9090216333333	83.7057698033333	75.37373936
"205875_s_at"	"TREX1"	84.9921419333333	88.7932432633333	102.538884066667	81.6187933233333
"205876_at"	"LIFR"	16.2622424566667	19.3610075866667	16.26605507	16.3182287233333
"205877_s_at"	"ZC3H7B"	66.6555016333333	54.8981268766667	63.4486639033333	57.75791931
"205878_at"	"POU6F1"	25.71700424	24.0393179466667	26.1157131833333	25.5376044333333
"205879_x_at"	"RET"	20.8072026	20.5551165833333	21.15882452	21.2634330666667
"205880_at"	"PRKD1"	20.2063549333333	22.68313208	22.4070397566667	21.13265402
"205881_at"	"ZNF74"	29.3472715966667	30.3351848166667	30.7243106733333	33.36112632
"205882_x_at"	"ADD3"	104.895098763333	105.4135471	99.1187622166667	92.71141124
"205883_at"	"ZBTB16"	931.950117466667	876.8585945	808.5274682	894.443591333333
"205884_at"	"ITGA4"	1020.41099023333	877.885721933333	678.595470366667	1053.27297676667
"205885_s_at"	"ITGA4"	983.160098233333	841.545765033333	634.09498	1010.07395026667
"205886_at"	"REG1B"	18.84635467	19.0763363266667	20.5223165966667	19.52607839
"205887_x_at"	"MSH3"	116.461714766667	96.4239352233333	99.7951633233333	119.384649566667
"205888_s_at"	"KIAA0555"	23.4992044866667	23.15356027	24.3787068366667	23.2873247933333
"205889_s_at"	"KIAA0555"	17.8576321033333	17.8615848966667	20.1564976466667	18.23632049
"205890_s_at"	"UBD"	18.3000070666667	20.0777603033333	18.4760774866667	18.2404881266667
"205891_at"	"ADORA2B"	904.327595866667	867.042796133333	902.485032266667	900.017204033333
"205892_s_at"	"FABP1"	17.81728404	20.4472837133333	22.56242185	19.18459748
"205893_at"	"NLGN1"	38.8733132266667	38.6601446433333	33.2630932966667	35.9449978633333
"205894_at"	"ARSE"	20.4916988266667	20.85852231	20.8252724633333	19.4585259366667
"205895_s_at"	"NOLC1"	930.488034	1004.79498656667	900.6637314	909.7762432
"205896_at"	"SLC22A4"	22.8629895333333	22.6706751933333	21.0901703933333	21.83485669
"205897_at"	"NFATC4"	30.8354554833333	35.88747111	37.1725578166667	32.0358574933333
"205898_at"	"CX3CR1"	531.851275233333	541.472868533333	555.7780926	532.841169266667
"205899_at"	"CCNA1"	21.75630782	24.22803036	24.9148252866667	23.00947925
"205900_at"	"KRT1"	21.88769351	24.1369261733333	21.0006598233333	22.1766607466667
"205901_at"	"PNOC"	22.0519727633333	23.1588408633333	22.6680193433333	21.1493596966667
"205902_at"	"KCNN3"	24.5949098866667	27.0181882866667	27.5306121433333	24.5451847066667
"205903_s_at"	"KCNN3"	20.53662548	21.8177044566667	22.6389522366667	20.8521994033333
"205904_at"	"MICA"	88.72559292	81.16800715	94.6738375466667	88.4570298433333
"205905_s_at"	"MICA /// MICB"	112.930174266667	131.054344366667	141.969994366667	127.9039879
"205906_at"	"FOXJ1"	24.9148402066667	26.8223045966667	22.5762209533333	23.7849582233333
"205907_s_at"	"OMD"	19.7340184933333	19.6465567466667	18.9429832266667	22.0311409866667
"205908_s_at"	"OMD"	18.9899698133333	19.8072889866667	19.0365230466667	18.3139602133333
"205909_at"	"POLE2"	588.545623666667	526.2214087	581.912091933333	591.701276933333
"205910_s_at"	"CEL"	31.2041536766667	27.2222583133333	28.17112374	33.6084383633333
"205911_at"	"PTHR1"	20.9719768466667	22.8905047166667	23.0260245	23.2344230933333
"205912_at"	"PNLIP"	19.8614132	20.1147025333333	21.1257885166667	18.4670828533333
"205913_at"	"PLIN"	23.2606532666667	21.5508283266667	26.4062833533333	25.37558871
"205914_s_at"	"GRIN1"	17.54961281	18.2857552433333	17.4020346466667	17.1919199833333
"205915_x_at"	"GRIN1"	24.69915182	28.33357122	31.4934548466667	27.98702054
"205916_at"	"S100A7"	21.13138424	22.4923017733333	25.79516429	21.4516048266667
"205917_at"	"ZNF264"	75.7561911266667	69.06416388	72.4150852433333	71.9283411833333
"205918_at"	"SLC4A3"	17.7505569333333	18.9322004433333	18.9574179066667	18.0502789033333
"205919_at"	"HBE1"	3001.71876966667	3035.31888633333	3679.25333566667	2834.691294
"205920_at"	"SLC6A6"	37.00205881	38.9502519033333	33.8484701633333	44.43393044
"205921_s_at"	"SLC6A6"	20.7767390333333	22.5739411766667	20.52037809	20.0030162866667
"205922_at"	"VNN2"	28.3138598766667	27.3408611866667	29.0032013366667	27.37951303
"205923_at"	"RELN"	107.812063033333	98.66915343	108.532051773333	107.914112933333
"205924_at"	"RAB3B"	33.1958987733333	33.2837831766667	34.17475922	33.27864703
"205925_s_at"	"RAB3B"	18.61588689	21.9376712633333	24.0314552333333	21.28420185
"205926_at"	"IL27RA"	202.277011666667	197.032484433333	217.805299966667	226.480784066667
"205927_s_at"	"CTSE"	26.05732196	26.9214053366667	25.81059323	24.7986829966667
"205928_at"	"ZNF443"	125.441360933333	117.9784952	126.466275166667	138.539856266667
"205929_at"	"GPA33"	22.65321959	23.26338892	26.02143485	23.5416118466667
"205930_at"	"GTF2E1"	708.8887785	700.946762366667	733.211391933333	642.109987566667
"205931_s_at"	"CREB5"	60.4600603066667	57.8047294333333	53.01208156	65.41745167
"205932_s_at"	"MSX1"	23.5494854	23.63893733	23.8889466566667	19.9262274166667
"205933_at"	"SETBP1"	19.8181637733333	20.13483378	20.0326277266667	19.0425002466667
"205934_at"	"PLCL1"	17.97721442	18.51521663	19.5533317633333	18.97294107
"205935_at"	"FOXF1"	19.2482377866667	17.1476740833333	20.0175648966667	18.3275046966667
"205936_s_at"	"HK3"	27.37204425	26.5389835	29.3769688	26.10280323
"205937_at"	"CGREF1"	26.0824783933333	25.9799221633333	27.73974294	26.96806316
"205938_at"	"PPM1E"	19.8868737533333	21.21678671	21.6947534366667	21.14177508
"205939_at"	"CYP3A7"	23.9856273	25.34858552	24.3258528433333	27.2526259366667
"205940_at"	"MYH3"	20.0674828	20.8815770066667	20.0617766866667	21.18544278
"205941_s_at"	"COL10A1"	20.7478541666667	21.3404529333333	20.74397495	23.4435592966667
"205942_s_at"	"ACSM3"	2911.13925966667	2873.19790533333	2755.16191766667	3097.06797733333
"205943_at"	"TDO2"	19.81198548	21.52381872	20.06467725	19.85474927
"205944_s_at"	"CLTCL1"	26.54017411	25.7246767333333	30.1766051566667	26.90943616
"205945_at"	"IL6R"	20.12283532	18.49265638	19.37053506	20.2039681566667
"205946_at"	"VIPR2"	38.7542868566667	40.1704950633333	41.28457594	41.56724312
"205947_s_at"	"VIPR2"	22.14818138	20.60343379	19.99767778	20.90120143
"205948_at"	"PTPRT"	21.2727333433333	22.69852447	22.8155067	21.2250357333333
"205949_at"	"CA1"	21.8591744666667	21.6870262533333	22.8368494633333	21.9052568033333
"205950_s_at"	"CA1"	7269.000391	6914.437928	6980.372827	7313.63199866667
"205951_at"	"MYH1"	18.7912373366667	19.98198439	18.6952876166667	20.8493514366667
"205952_at"	"KCNK3"	20.0811760933333	20.0831843133333	18.54442851	19.1355250733333
"205953_at"	"LRIG2"	65.2632391233333	81.30423869	70.1404500033333	79.34291223
"205954_at"	"RXRG"	19.48066084	19.3770613633333	20.99631506	18.6825652866667
"205955_at"	""	20.3854672433333	20.9110148866667	21.57927259	19.5340649033333
"205956_x_at"	"TBPIP"	90.2554831266667	104.566044273333	94.0706292766667	112.225871866667
"205957_at"	"PLXNB3"	24.5648354233333	22.55017525	25.70766872	26.07200305
"205958_x_at"	"CSHL1"	22.5608993266667	22.2510760133333	23.6085402733333	22.9177544133333
"205959_at"	"MMP13"	32.39980675	31.54563536	35.7047334733333	31.0468413333333
"205960_at"	"PDK4"	25.2442102266667	27.2975188466667	27.1991894033333	23.7776501266667
"205961_s_at"	"PSIP1"	4455.98055366667	4073.66587366667	3339.62316233333	4259.467033
"205962_at"	"PAK2"	27.2469982933333	26.6150053133333	32.66204869	24.6903031833333
"205963_s_at"	"DNAJA3"	306.958100833333	303.029956433333	333.336674433333	281.922737166667
"205964_at"	"ZNF426"	112.5907643	121.398961733333	102.53336746	120.882339666667
"205965_at"	"BATF"	225.9270798	228.486783433333	261.923121866667	201.5541139
"205966_at"	"TAF13"	21.9742554566667	24.60679742	23.69402483	23.6959136233333
"205967_at"	"HIST1H4C"	2563.57607433333	2880.46662366667	3198.55315233333	2621.61918966667
"205968_at"	"KCNS3"	23.4571445366667	23.5644478066667	24.84301839	23.9387129133333
"205969_at"	"AADAC"	23.0344802066667	26.5113951066667	26.9523179333333	27.4071718033333
"205970_at"	"MT3"	24.3004471533333	26.2324672566667	29.5675541433333	26.7441555933333
"205971_s_at"	"CTRB1 /// CTRB2"	30.0815522033333	30.76249785	33.8743320533333	31.4179893366667
"205972_at"	"SLC38A3"	27.14337142	27.95042636	26.2036390466667	26.9060229766667
"205973_at"	"FEZ1"	41.4091946533333	44.3268963866667	46.4240867233333	41.87087104
"205974_at"	"HOXD1"	19.61366795	18.6235127866667	17.67532125	17.5965667033333
"205975_s_at"	"HOXD1"	22.8095295033333	27.1777456566667	27.44707817	24.9364811033333
"205976_at"	"KIAA0971"	23.38457757	21.4173198066667	22.1466236333333	25.6312768266667
"205977_s_at"	"EPHA1"	33.3262760566667	36.4318403133333	44.79264064	34.59791038
"205978_at"	"KL"	16.1564591733333	17.0469403	17.4432291066667	16.7422769366667
"205979_at"	"SCGB2A1"	18.14797343	20.1168895933333	19.8254393266667	20.99412736
"205980_s_at"	"ARHGAP8 /// LOC553158"	21.87749697	22.3776947833333	22.41774025	23.1619051466667
"205981_s_at"	"ING2"	437.259029033333	447.93782	372.039273966667	413.5647813
"205982_x_at"	"SFTPC"	18.9879382066667	20.67477259	25.90858421	21.02535356
"205983_at"	"DPEP1"	23.1864326133333	25.5000090766667	25.39051814	22.6753700366667
"205984_at"	"CRHBP"	21.74318536	19.5251827133333	19.7723261666667	19.9977016033333
"205985_x_at"	"CLCNKB"	26.8492167433333	34.80826617	33.15765004	27.54727039
"205986_at"	"AATK"	42.2328386133333	40.66763577	47.29336241	37.54145054
"205987_at"	"CD1C"	21.7437827133333	22.57207757	23.5446492233333	23.73680902
"205988_at"	"CD84"	790.315717033333	738.269964866667	612.205371866667	722.8406725
"205989_s_at"	"MOG"	19.76759372	19.97232016	20.4911041866667	19.67407696
"205990_s_at"	"WNT5A"	24.4975024133333	29.1851907733333	24.0892255433333	26.24774259
"205991_s_at"	"PRRX1"	19.05923242	21.3559227333333	19.63440158	18.4301680466667
"205992_s_at"	"IL15"	21.03547641	18.88357138	18.1773738733333	18.0394034433333
"205993_s_at"	"TBX2"	28.5555761166667	29.65801585	26.0059979133333	27.7624377033333
"205994_at"	"ELK4"	26.05268262	26.3369895266667	27.24031651	25.5187269933333
"205995_x_at"	"IQCB1"	563.6705256	547.8514859	487.2054919	599.197736133333
"205996_s_at"	"AK2"	1878.14117733333	1963.924023	2129.97997633333	1908.352358
"205997_at"	"ADAM28"	28.2424384233333	31.7380719733333	32.8815320133333	31.4138633866667
"205998_x_at"	"CYP3A4"	51.9300680066667	39.21325745	37.7588468333333	44.2693367633333
"205999_x_at"	"CYP3A4"	20.0438800866667	23.1117327366667	20.4661319366667	19.81779013
"206000_at"	"MEP1A"	18.7787655933333	18.46523979	20.59597925	19.6167788833333
"206001_at"	"NPY"	20.9626900833333	22.6650037366667	22.0499096866667	22.84939834
"206002_at"	"GPR64"	22.96412098	23.96648237	25.018494	23.2978839533333
"206003_at"	"CEP4"	40.7259188566667	41.7293259133333	35.1339648533333	40.87789765
"206004_at"	"TGM3"	19.22214649	19.0310796833333	19.814527	18.0032435133333
"206005_s_at"	"C6orf84"	32.9356391233333	37.7391577733333	30.6704606466667	40.39598668
"206006_s_at"	"C6orf84"	33.0127835266667	34.2101394433333	33.5248062133333	36.3558946333333
"206007_at"	"PRG4"	18.1496240333333	18.5408490533333	19.88660358	18.4074461066667
"206008_at"	"TGM1"	22.1587081466667	28.7353306333333	27.93756692	25.0359380233333
"206009_at"	"ITGA9"	22.6686600366667	23.8024012433333	24.2172716266667	23.35647025
"206010_at"	"HABP2"	22.58961707	21.4912149633333	22.8162509066667	21.4905821
"206011_at"	"CASP1"	22.6241920033333	22.7290588066667	19.5940799633333	19.8888780166667
"206012_at"	"LEFTY2"	25.69290715	26.8014842166667	31.2548704866667	26.7797412766667
"206013_s_at"	"ACTL6B"	22.6893383766667	21.7800956966667	21.7888916033333	22.3248054466667
"206014_at"	"ACTL6B"	19.56731217	21.2619323066667	22.1692183666667	21.30175067
"206015_s_at"	"FOXJ3"	932.421713366667	834.956240766667	822.8255528	900.9061058
"206016_at"	"CCDC22"	139.639362533333	132.7566418	155.589262533333	126.049422766667
"206017_at"	"KIAA0319"	22.91374561	22.43504239	25.2483553566667	23.46208734
"206018_at"	"FOXG1B"	23.0829245866667	22.1100370133333	21.14321271	21.4586492666667
"206019_at"	"RBM19"	44.8227299066667	32.44360315	31.3286613466667	48.0661543833333
"206020_at"	"SOCS6"	38.87710278	37.4516487533333	39.30918001	34.1396945866667
"206021_at"	"SCAND2"	27.4380064833333	26.99270938	28.1259551733333	28.24330456
"206022_at"	"NDP"	18.9725899833333	21.7049013566667	20.76198183	19.4437361266667
"206023_at"	"NMU"	92.23140022	90.9575190733333	107.98561282	78.7239281566667
"206024_at"	"HPD"	21.0618076566667	19.59978233	20.38727029	19.9944273933333
"206025_s_at"	"TNFAIP6"	19.5899728533333	20.3437338166667	18.4902118333333	20.4226759666667
"206026_s_at"	"TNFAIP6"	17.13198243	19.1561645133333	19.35569666	18.45848979
"206027_at"	"S100A3"	25.6274046166667	26.8826890566667	27.2686024233333	26.71749559
"206028_s_at"	"MERTK"	36.9023278666667	42.2466173133333	38.8973192133333	40.0222143366667
"206029_at"	"ANKRD1"	18.6753246233333	19.8290193066667	20.5400788933333	19.79359529
"206030_at"	"ASPA"	18.3991199	18.62025797	18.1243719	17.5364515366667
"206031_s_at"	"USP5"	141.5950702	141.54826	188.982389466667	128.3475544
"206032_at"	"DSC3"	20.63240382	21.2249145766667	20.0544141533333	19.3762360833333
"206033_s_at"	"DSC3"	19.3370090033333	19.2502628233333	19.51399365	19.2232357533333
"206034_at"	"SERPINB8"	19.946338	20.5652428366667	20.4184816666667	18.5963631766667
"206035_at"	"REL"	21.0417685833333	19.62003151	18.5344449966667	19.5714319766667
"206036_s_at"	"REL"	82.1124457633333	85.2694699033333	66.5261929666667	94.4965155266667
"206037_at"	"CCBL1"	62.31547507	59.5812460733333	72.9574649366667	59.7865718166667
"206038_s_at"	"NR2C2"	61.5357116833333	66.8944618966667	70.3933117466667	72.08330137
